,lyrics,tags,num_syllables,pos,year,fog_index,flesch_index,num_words,num_lines,sentiment,title,f_k_grade,artist,difficult_words,num_dupes
3162,"Now that you're gone
All that's left is a band of gold
All that's left of the dreams I hold
Is a band of gold
And the memories of what love could be
If you were still here with me

You took me from the shelter of my mother
I had never known or loved any other
We kissed after taking vows
But that night on our honeymoon
We stayed in separate rooms

I wait in the darkness of my lonely room
Filled with sadness, filled with gloom
Hoping soon
That you'll walk back through that door
And love me like you tried before

Since you've been gone
All that's left is a band of gold
All that's left of the dreams I hold
Is a band of gold
And the dream of what love could be
If you were still here with me

Ohh

Don't you know that I wait 
In the darkness of my lonely room
Filled with sadness, filled with gloom
Hoping soon
That you'll walk back through that door
And love me like you tried before

Since you've been gone
All that's left is a band of gold
All that's left of the dreams I hold
Is a band of gold
And the dream of what love could be
If you were still here with me

Since you've been gone
All that's left is a band of gold",['classic pop and rock'],261.0,10,1970,4.4,107.69,232,34,"{'neg': 0.094, 'neu': 0.732, 'pos': 0.17400000000000002, 'compound': 0.9689000000000001}",Band Of Gold,-0.30000000000000004,Freda Payne,12,22
3212,"Sugar, ah, honey, honey
You are my candy girl
And you've got me wanting you

Honey, ah, sugar, sugar
You are my candy girl
And you got me wanting you

I just can't believe the loveliness of loving you
(I just can't believe it's true)
I just can't believe the wonder of this feeling, too
(I just can't believe it's true)

Sugar, ah, honey, honey
You are my candy girl
And you've got me wanting you

Oh, honey, ah, sugar, sugar
You are my candy girl
And you got me wanting you

When I kissed you, girl, I knew how sweet a kiss could be
(I know how sweet a kiss could be)
Like the summer sunshine pour you sweetness over me
(Pour your sweetness over me)

Pour a little sugar on it, honey
Pour a little sugar on it, baby
(I'm gonna make your life so sweet) (Yeah, yeah, yeah)
Pour a little sugar on it, yeah

Pour a little sugar on it, honey
Pour a little sugar on it, baby
(I'm gonna make your life so sweet) (Yeah, yeah, yeah)
Pour a little sugar on it, yeah

Sugar, ah, honey, honey
You are my candy girl
And you've got me wanting you

Ohohohoho (Honey, honey, sugar, sugar)
Sugar, sugar (Honey, honey, sugar, sugar)
You are my candy girl (Para, papara)
(Paraparara)",['classic pop and rock'],291.6,1,1969,4.4,90.77,223,34,"{'neg': 0.0, 'neu': 0.8250000000000001, 'pos': 0.17500000000000002, 'compound': 0.9896}","Sugar, Sugar",2.1,Archies,19,22
3213,"Hold it, everybody
Hold it, hold it, listen

I can turn the gray sky blue
I can make it rain whenever I want it to
Oh, I can build a castle from a single grain of sand
I can make a ship sail, huh, on dry land

But my life is incomplete and I'm so blue
'Cause I can't get next to you

(I can't get next to you, babe)
Next to you
(I can't get next to you)
I just can't get next you
(I can't get next to you, babe)
I can't get next to you

I can fly like a bird in the sky
Hey, and I can buy anything that money can buy
Oh, I can turn a river into a raging fire
I can live forever if I so desire

Unimportant are all the things I can do
'Cause I can't get next to you

(I can't get next to you, babe)
No matter what I do
(I can't get next to you)
Uh-yah

Ooh
Ooh
Chicka boom, chicka boom
Chicka boom, boom, boom

I can turn back the hands of time
You better believe I can
I can make the seasons change just by waving my hand
Oh, I can change anything from old to new
The things I want to do the most, I'm unable to do

Unhappy am I with all the powers I possess
'Cause girl you're the key to my happiness
And I can't get next to you

Girl, you're blowing my mind
'Cause I can't get (next to you)
Can't you see these tears I'm crying?
I can't get (next to you)
Girl, it's you that I need
I gotta get (next to you)
Can't you see these tears I'm crying?
I can't get (next to you)
I, I, I, I
I can't get (next to you)
I, I, I, I
I can't get (next to you)
Girl, you're blowing my mind","['american', 'contemporary r&b', 'funk', 'pop soul', 'psychedelic soul', 'rhythm & blues', 'rnb', 'soul', 'soul and reggae']",354.6,3,1969,4.800000000000002,106.67,323,46,"{'neg': 0.056, 'neu': 0.88, 'pos': 0.064, 'compound': 0.3763}",I Can't Get Next To You,0.1,Temptations,19,20
3214,"I met a gin-soaked bar-room queen in Memphis
She tried to take me upstairs for a ride
She had to heave me right across her shoulder
'Cause I just can't seem to drink you off my mind

It's the honky tonk women
Gimme, gimme, gimme the honky tonk blues

I laid a divorcée in New York City
I had to put up some kind of a fight
The lady then she covered me in roses
She blew my nose and then she blew my mind

It's the honky tonk women
Gimme, gimme, gimme the honky tonk blues
All right

It's the honky tonk women
That gimme, gimme, gimme the honky tonk blues

It's the honky tonk women
Gimme, gimme, gimme the honky tonk blues","['blues', 'blues rock', 'britannique', 'british', 'british rhythm & blues', 'classic pop and rock', 'country', 'english', 'essentials', 'greatest hits', 'live', 'pop rock', 'psychedelic rock', 'reggae', 'rhythm & blues', 'rnb', 'rock', 'rock & roll', 'rock and roll', 'some girls', 'the-rolling-stones', 'uk']",151.2,4,1969,4.800000000000002,98.21,124,16,"{'neg': 0.025, 'neu': 0.975, 'pos': 0.0, 'compound': -0.43910000000000005}",Honky Tonk Women,1.3,Rolling Stones,10,9
3215,"Sometimes I'm right and I can be wrong
My own beliefs are in my song
The butcher, the banker, the drummer and then
Makes no difference what group I'm in
I am everyday people, yeah, yeah

There is a blue one
Who can't accept the green one
For living with a fat one
Trying to be a skinny one
Different strokes
For different folks

And so on and so on
And scooby dooby dooby
Oh sha sha
We got to live together

I am no better and neither are you
We are the same, whatever we do
You love me, you hate me, you know me and then
You can't figure out the bag I'm in
I am everyday people, yeah yeah

There is a long hair
That doesn't like the short hair
For being such a rich one
That will not help the poor one
Different strokes
For different folks

And so on and so on
And scooby dooby dooby
Oh sha sha
We got to live together

There is a yellow one
That won't accept the black one
That won't accept the red one
That won't accept the white one
Different strokes
For different folks

And so on and so on
And scooby dooby dooby
Oh sha sha
I am everyday people","['funk', 'psychedelic soul', 'soul', 'soul and reggae']",270.9,5,1969,4.0,91.78,214,37,"{'neg': 0.105, 'neu': 0.8, 'pos': 0.095, 'compound': -0.0644}",Everyday People,1.7000000000000002,Sly and The Family Stone,15,17
3216,"Dizzy
I'm so dizzy my head is spinning
Like a whirlpool, it never ends
And it's you, girl, making it spin
You're making me dizzy

First time that I saw you, girl
I knew that I just had to make you mine
But it's so hard to talk to you 
With fellas hanging 'round you all the time

I want you for my sweet pet
But you keep playing hard to get
I'm going around in circles all the time

Dizzy
I'm so dizzy my head is spinning
Like a whirlpool, it never ends
And it's you, girl, making it spin
You're making me dizzy

I finally got to talk to you 
And I told you just exactly how I felt
Then I held you close to me 
And kissed you and my heart began to melt

Girl, you've got control on me
'Cause I'm so dizzy I can't see
I need to call a doctor for some help

Dizzy
I'm so dizzy my head is spinning
Like a whirlpool, it never ends
And it's you, girl, making it spin
You're making me dizzy, my head is spinning
Like a whirlpool it never ends
And it's you girl making it spin

You're making me dizzy
You're making me dizzy
I'm so dizzy
You're making me dizzy","['bubblegum pop', 'pop', 'rock and roll']",254.7,6,1969,4.4,99.23,216,32,"{'neg': 0.145, 'neu': 0.762, 'pos': 0.093, 'compound': -0.7995}",Dizzy,0.9,Tommy Roe,13,18
3217,"End of the spring
And here she comes back
Hi, hi, hi, hi there
Them summer days
Those summer days

That's when I had
Most of my fun, back
High, high, high, high there
Them summer days
Those summer days

I cloud nine when I want to
Out of school, yeah
County fair in the country sun
And everything is true
Ooh, yeah, yeah

Hot fun in the summertime
Hot fun in the summertime
Hot fun in the summertime
Hot fun in the summertime

First of the fall
And then she goes back
Bye, bye, bye, bye there
Them summer days
Those summer days

Boop-boop-boop-boop
When I want to
Out of school
County fair in the country sun
And everything is cool
Ooh, yeah, yeah

Hot fun in the summertime
Hot fun in the summertime
Hot fun in the summertime","['funk', 'psychedelic soul', 'soul', 'soul and reggae']",169.2,7,1969,3.6,101.26,140,32,"{'neg': 0.0, 'neu': 0.6930000000000001, 'pos': 0.307, 'compound': 0.9931000000000001}",Hot Fun In The Summertime,0.1,Sly and The Family Stone,5,17
3218,"I've been in love so many times
Thought I knew the score
But now you've treated me so wrong
I can't take anymore
And it looks like
I'm never gonna fall in love again
Fall in love, I'm never gonna fall in love
I mean it
Fall in love again
All those things I heard about you
I thought they were only lies
But when I caught you in his arms
I just broke down and cried
And it looks like
I'm never gonna fall in love again
Fall in love, no, I'm never gonna fall in love
I mean it, I mean it
Fall in love again
I gave my heart so easily
I cast aside my pride
But when you fell for someone else, baby
I broke up all inside
And it looks like
I'm never gonna fall in love again
That's why I'm a-singin' it
Fall in love, no, I'm never gonna fall in love
Please don't make me
Fall in love again","['british', 'easy listening soundtracks and musicals', 'uk', 'wales', 'welsh']",208.8,8,1969,4.0,91.78,166,28,"{'neg': 0.089, 'neu': 0.589, 'pos': 0.322, 'compound': 0.995}",I'll Never Fall In Love Again,1.7000000000000002,Tom Jones,9,7
3219,"Oh
Now I don't hardly know her
But I think I could love her
Crimson and clover

Ah
I wish she'd come walking over
Now I've been waiting to show her
Crimson and clover
Over and over

Yes (da-da, da-da, da-da)
My my, such a sweet thing (da-da, da-da, da-da)
I want to do everything (da-da, da-da, da-da)
What a beautiful feeling (da-da, da-da, da-da)
Crimson and clover (da-da, da-da, da-da)
Over and over

Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over","['garage rock', 'psychedelic rock']",154.8,10,1969,4.0,83.32,110,19,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.9538000000000001}",Crimson And Clover,2.9,Tommy James and The Shondells,11,9
3266,"Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her into your heart
Then you can start to make it better

Hey Jude, don't be afraid
You were made to go out and get her
The minute you let her under your skin
Then you begin to make it better

And any time you feel the pain
Hey Jude, refrain
Don't carry the world upon your shoulder

For well you know that it's a fool
Who plays it cool
By making his world a little colder

Na na na na na na na na na

Hey Jude, don't let me down
You have found her, now go and get her (so let it out and let it in)
Remember (Hey Jude) to let her into your heart
Then you can start to make it better

So let it out and let it in
Hey Jude, begin
You're waiting for someone to perform with

And don't you know that it's just you
Hey Jude, you'll do
The movement you need is on your shoulder

Na na na na na na na na na yeah

Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her under your skin (Whoa!)
Then you begin (Fucking hell) to make it better
Better, better, better, better, better!

Na, nana, nananana
Nananana, hey Jude
Na, nana, nananana
Nananana, hey Jude

Na, nana, nananana
Nananana, hey Jude
Na, nana, nananana
Nananana, hey Jude

(Jude, Jude, Judy, Judy, Judy, whoa, whoa!)
Na, nana, nananana
Nananana, hey Jude (Jude, Jude, Jude, Jude, Jude)
Na, nana, nananana (Yeah, yeah, yeah, yeah)
Nananana, hey Jude (I know you can make it Jude, you got it for you)

Na, nana, nananana (Take a sad song and make it better)
Nananana, hey Jude (Jude, hey Jude, whoa!)
Na, nana, nananana (Jude)
Nananana, hey Jude (Hey, yeaheaheah)

Na, nana, nananana (Heyeyeyey)
Nananana, hey Jude (Jude, Jude, Jude, Jude, Judy, yeaheaheah)
Na, nana, nananana
Nananana, hey Jude

Na, nana, nananana
Nananana, hey Jude (Nananana....)
Na, nana, nananana
Nananana, hey Jude

Na, nana, nananana
Nananana, hey Jude
Na, nana, nananana (Make it Jude)
Nananana, hey Jude (Yeah, yeah, yeah, yeah, yeah!)

Na, nana, nananana
Nananana, hey Jude (Mamamamama...)
Na, nana, nananana
Nananana, hey Jude

Na, nana, nananana
Nananana, hey Jude
Na, nana, nananana
Nananana, hey Jude","['1', '60s', '80s', 'a filk artist', 'adult alternative pop rock', 'art pop', 'art rock', 'bbc', 'beat music', 'blues rock', 'boys band', 'british', 'british invasion', 'british psychedelia', 'british rhythm & blues', 'britpop', 'classic pop and rock', 'classical pop', 'english', 'experimental', 'folk pop', 'folk rock', 'folk-rock', 'hair metal', 'hard rock', 'heavy metal', 'indie rock', 'instrumental pop', 'liverpool', 'male vocalists', 'merseybeat', 'one beatles', 'orchestral', 'orchestral pop', 'overrated', 'parlophone', 'pop', 'pop rock', 'pop-metal', 'pop-rock', 'pop/rock', 'progressive rock', 'psychedelic', 'psychedelic pop', 'psychedelic rock', 'rhythm & blues', 'rock', 'rock & roll', 'rock and roll', 'rock roll', 'singer songwriter', 'sunshine pop', 'the-beatles', 'tribute albums', 'uk', 'united kingdom']",576.0,1,1968,4.0,74.86,395,68,"{'neg': 0.036000000000000004, 'neu': 0.837, 'pos': 0.128, 'compound': 0.9872000000000001}",Hey Jude,4.1,Beatles,23,41
